id,title,rating,date,body,sentiment,category,satisfied,text
174,J’ai passé un commande de 1000€ sur le…,1,2021-09-06 00:00:00+00:00,J’ai passé un commande de 1000€ sur le cité Oalen le nom de l’entreprise depuis 6 mois j’achète pour revendre je déjà demandé un remboursement toujours pas de retour svp 🙏🏾🙏🏾😭😭😭😭😭😭😭😭😭😭aide moi,Negative,Customer Service,0,J’ai passé un commande de 1000€ sur le… J’ai passé un commande de 1000€ sur le cité Oalen le nom de l’entreprise depuis 6 mois j’achète pour revendre je déjà demandé un remboursement toujours pas de retour svp 🙏🏾🙏🏾😭😭😭😭😭😭😭😭😭😭aide moi
175,Jai commandé un concentrateur d'oxygène…,1,2021-09-05 00:00:00+00:00,"Jai commandé un concentrateur d'oxygène de 15 litres  ,jai reçu  un concentrateur d'oxygène de  7 litres, le vendeur me dit c pas moi  qui j le envoyé ,il ma demande  de que moi meme je  cherche quelle fournisseur  qui ma envoyé  ca, j lé dit que le prélèvement bancaire  c etais bien le site alibaba, il voulait  pas me rembourser, j lé envoyé  tout les preuves ils on refusé  de me rembourser,  alibaba c de arnaque",Negative,Marketplace,0,"Jai commandé un concentrateur d'oxygène… Jai commandé un concentrateur d'oxygène de 15 litres  ,jai reçu  un concentrateur d'oxygène de  7 litres, le vendeur me dit c pas moi  qui j le envoyé ,il ma demande  de que moi meme je  cherche quelle fournisseur  qui ma envoyé  ca, j lé dit que le prélèvement bancaire  c etais bien le site alibaba, il voulait  pas me rembourser, j lé envoyé  tout les preuves ils on refusé  de me rembourser,  alibaba c de arnaque"
176,BONJOUR suite a une commande de vélo…,1,2021-12-16 00:00:00+00:00,"BONJOUR suite a une commande de vélo sur alibaba le 04 2020 de la marque bicystar, on nous a envoyez des faux documents de conformité CE , résulta marchandise non conforme impossible de dédouanement , attention a l'entreprise sujie bike c'est des escrocs",Negative,Customer Service,0,"BONJOUR suite a une commande de vélo… BONJOUR suite a une commande de vélo sur alibaba le 04 2020 de la marque bicystar, on nous a envoyez des faux documents de conformité CE , résulta marchandise non conforme impossible de dédouanement , attention a l'entreprise sujie bike c'est des escrocs"
177,ARNAQUE NE REFLÈTE PAS LA RÉALITÉ,1,2021-10-15 00:00:00+00:00,J'ai voulu acheter des manteaux et au final rien de comme prévu sur 8 manteaux j'en reçois que 6 et le colis ouvert une commande de 170€ je suis TRES TRES TRES DÉÇUE DES VESTES OU PEIGNOIRS RIEN AVOIR AVEC LES MANTEAUX SUR LE SITE. je ne vous recommande pas,Negative,Textile,0,ARNAQUE NE REFLÈTE PAS LA RÉALITÉ J'ai voulu acheter des manteaux et au final rien de comme prévu sur 8 manteaux j'en reçois que 6 et le colis ouvert une commande de 170€ je suis TRES TRES TRES DÉÇUE DES VESTES OU PEIGNOIRS RIEN AVOIR AVEC LES MANTEAUX SUR LE SITE. je ne vous recommande pas
178,J’allais vivre une arnaque,1,2021-11-18 00:00:00+00:00,"J’allais vivre une arnaque 
Faite très attention à une personne nommée Ellen de la compagnie Allwin promotion en Chine 
Pour l’achat des stylos il m’avait envoyé un profomat avec un numéro de compte à Londres mais arrivé à la banque on a remarqué que l’adresse sur le profomat est différente que celle sur le site de la compagnie 
Quand j’ai annulé avec lui il m’a harcelé sur whatsupp et il m’a insulté de tout les noms et il m’a menacé de salir ma réputation 
Faites très attention 
Merci",Negative,Marketplace,0,"J’allais vivre une arnaque J’allais vivre une arnaque 
Faite très attention à une personne nommée Ellen de la compagnie Allwin promotion en Chine 
Pour l’achat des stylos il m’avait envoyé un profomat avec un numéro de compte à Londres mais arrivé à la banque on a remarqué que l’adresse sur le profomat est différente que celle sur le site de la compagnie 
Quand j’ai annulé avec lui il m’a harcelé sur whatsupp et il m’a insulté de tout les noms et il m’a menacé de salir ma réputation 
Faites très attention 
Merci"
179,Alibaba m’a vendu un équipement defectueux,1,2021-04-08 00:00:00+00:00,"Alibaba m’a vendu un équipement  électronique de contrôle pour véhicule . Cet équipement est totalement obsolète et inutilisable pour l'Europe .Ce malgré le fait que préalablement j’avais précisé les véhicules concernes , les années de mise en circulation .Par ailleurs l'électronique ne fonctionne pas . Malgré de nombreuses réclamations et explications je n’ai aucune nouvelle et personne de chez Alibaba ne se soucie du problème .Je n’ai jamais connu ce type e probleme chez Amazone",Negative,Customer Service,0,"Alibaba m’a vendu un équipement defectueux Alibaba m’a vendu un équipement  électronique de contrôle pour véhicule . Cet équipement est totalement obsolète et inutilisable pour l'Europe .Ce malgré le fait que préalablement j’avais précisé les véhicules concernes , les années de mise en circulation .Par ailleurs l'électronique ne fonctionne pas . Malgré de nombreuses réclamations et explications je n’ai aucune nouvelle et personne de chez Alibaba ne se soucie du problème .Je n’ai jamais connu ce type e probleme chez Amazone"
180,Tout est faux chez alibaba même les avis,1,2021-06-10 00:00:00+00:00,"Tout est faux chez alibaba, soit disant expédié de république Tchèque ou de France
Tout vient de Chine, la qualité est souvent très médiocre même si parfois tout se passe bien au final perdant 
J'ai eu une erreur PayPal et l'article payer deux fois, j'ai envoyé les preuves à PayPal et alibaba, les deux m'ont pris pour un abruti, le pire service clients de la planète 
En plus on trouve les mêmes produits sur d'autres sites avec pas une grosse différence de prix qui viennent du même endroit avec un vrai service client",Negative,Customer Service,0,"Tout est faux chez alibaba même les avis Tout est faux chez alibaba, soit disant expédié de république Tchèque ou de France
Tout vient de Chine, la qualité est souvent très médiocre même si parfois tout se passe bien au final perdant 
J'ai eu une erreur PayPal et l'article payer deux fois, j'ai envoyé les preuves à PayPal et alibaba, les deux m'ont pris pour un abruti, le pire service clients de la planète 
En plus on trouve les mêmes produits sur d'autres sites avec pas une grosse différence de prix qui viennent du même endroit avec un vrai service client"
181,Arnaqueurs et ou voleurs,1,2021-10-12 00:00:00+00:00,"Commande le 16/06/21 2 batteries de drone, je reçois le colis le 11/08 mais à l'intérieur 2 chargeurs, je demande ouverture d'un litige, accepté, mais là où ils ont mis presque 2 mois pour me livrer ils me laissent seulement 10 jours pour que le colis revienne chez le vendeur, et vu le temps de transport et de douane et autre le colis n'est pas arrivé à temps, il se balade toujours en Chine ,mes 208 euros et mes frais de retour ont disparus et comme le dit un autre arnaqué plus haut ils font le mort.
Ne commandez pas chez eux sinon vous prenez de gros risques ,pas eux.",Negative,Customer Service,0,"Arnaqueurs et ou voleurs Commande le 16/06/21 2 batteries de drone, je reçois le colis le 11/08 mais à l'intérieur 2 chargeurs, je demande ouverture d'un litige, accepté, mais là où ils ont mis presque 2 mois pour me livrer ils me laissent seulement 10 jours pour que le colis revienne chez le vendeur, et vu le temps de transport et de douane et autre le colis n'est pas arrivé à temps, il se balade toujours en Chine ,mes 208 euros et mes frais de retour ont disparus et comme le dit un autre arnaqué plus haut ils font le mort.
Ne commandez pas chez eux sinon vous prenez de gros risques ,pas eux."
182,"commandé et payé pour 416,00 € de…",1,2021-06-23 00:00:00+00:00,"commandé et payé pour 416,00 € de marchandise qui n'est jamais venue. pas de remboursement, pas d'interlocuteur.
je n'y retourne plus, il y Cdiscount et Amazon qui sont honnêtes",Negative,Customer Service,0,"commandé et payé pour 416,00 € de… commandé et payé pour 416,00 € de marchandise qui n'est jamais venue. pas de remboursement, pas d'interlocuteur.
je n'y retourne plus, il y Cdiscount et Amazon qui sont honnêtes"
183,ELLE ENCORE DES VICTIMES,1,2021-11-21 00:00:00+00:00,"J'ai acheté sur ce site ce qui semblait être des manteaux longs différents. Le produit déclinait différents modèles. A ma grande surprise, J'ai reçu de larges vestes XXL, affreux. Qu'aucune jeune femme ne peut mettre! Manque de bol, sur 8 articles 2 articles manquaient.  J'ai fait des réclamations. Je n'ai JAMAIS été remboursée. J'ai échangé une dizaine de messages, la dame me demande si je veux être rembourser. Vous sentez la malhonnêteté. Un mois plus tard, elle m’avoiera qu'elle a eu beaucoup de soucis avec les clients.  Elle me dira ne vendre ces produits. Je vois ces produits sur d'autres plaformes. Une fois le colis arrivé, pour le renvoyer il faut compter 100 euros à la poste c'est su pour les escrocs. ELLE FERA ENCORE DES VICTIMES.!!!!",Negative,Textile,0,"ELLE ENCORE DES VICTIMES J'ai acheté sur ce site ce qui semblait être des manteaux longs différents. Le produit déclinait différents modèles. A ma grande surprise, J'ai reçu de larges vestes XXL, affreux. Qu'aucune jeune femme ne peut mettre! Manque de bol, sur 8 articles 2 articles manquaient.  J'ai fait des réclamations. Je n'ai JAMAIS été remboursée. J'ai échangé une dizaine de messages, la dame me demande si je veux être rembourser. Vous sentez la malhonnêteté. Un mois plus tard, elle m’avoiera qu'elle a eu beaucoup de soucis avec les clients.  Elle me dira ne vendre ces produits. Je vois ces produits sur d'autres plaformes. Une fois le colis arrivé, pour le renvoyer il faut compter 100 euros à la poste c'est su pour les escrocs. ELLE FERA ENCORE DES VICTIMES.!!!!"
184,Produit non livre non rembourse,1,2023-12-02 00:00:00+00:00,Produit non livre non rembourse,Negative,Marketplace,0,Produit non livre non rembourse Produit non livre non rembourse
185,Après l'achat de deux articles à…,1,2022-01-21 00:00:00+00:00,"Après l'achat de deux articles à Alibaba j'ai payé la TVA de 558,85 euros ce qui me paré normal vu le prix d'achat je fait mon paiement pour le fret maritime normal, mais arrivé au port du havre le service des douanes demande de m'acquitter de la tva de 746,00 euros impossible de faire entendre à la douane que j'ai déjà payer la tva à Alibaba. Un peut énervé de contacte donc le fournisseur en chine il me dit que c'est Alibaba qui fait payé la tva et que fournisseur ne peut rien faire en bref on l'à dans l'os pour ma part j'ai payé 3453,00 euros avec TVA + frais de payement + fret, arrivée en France Tva marchandise 746 euros une HONTE plus jamais je ne commanderai sur Alibaba. En plus il à fallu que je me batte pendant trois mois pour avoir tout les certificat CE et autre papiers pour le dédouanement.",Negative,Electronics,0,"Après l'achat de deux articles à… Après l'achat de deux articles à Alibaba j'ai payé la TVA de 558,85 euros ce qui me paré normal vu le prix d'achat je fait mon paiement pour le fret maritime normal, mais arrivé au port du havre le service des douanes demande de m'acquitter de la tva de 746,00 euros impossible de faire entendre à la douane que j'ai déjà payer la tva à Alibaba. Un peut énervé de contacte donc le fournisseur en chine il me dit que c'est Alibaba qui fait payé la tva et que fournisseur ne peut rien faire en bref on l'à dans l'os pour ma part j'ai payé 3453,00 euros avec TVA + frais de payement + fret, arrivée en France Tva marchandise 746 euros une HONTE plus jamais je ne commanderai sur Alibaba. En plus il à fallu que je me batte pendant trois mois pour avoir tout les certificat CE et autre papiers pour le dédouanement."
186,Pas arnaque mais fausse bonne affaire,2,2021-12-20 00:00:00+00:00,"Je ne dirais pas être victime d une arnaque mais un gros manque d explication en effet un produit qui au départ semble une bonne affaire se transforme un produit banal avec une garantie douteuse. 
Pour être plus clair j ai acheté un produit pas très chère au départ mais il faut ajouter 60 euros d expédition + 65 euros de tva + 90 euros de frais de douanes on double quasiment le prix de départ.
donc pas une bonne affaire du tout. Cerise sur le gâteau un câble ne correspondait pas au modèle commandé donc 10 euros de frais de douane supplémentaire pour un cable a 5 euros. Ca devient une un mauvais trip. 
Si on ajoute une vendeuse réactive avant la vente mais en mode absent pour le S A V .On pourrait penser a une arnaque.  
Avec des défauts mais heureusement le produit fonctionne mais pour combien de temps ?? Car je n  ai aucune confiance en la garantie.",Negative,Electronics,0,"Pas arnaque mais fausse bonne affaire Je ne dirais pas être victime d une arnaque mais un gros manque d explication en effet un produit qui au départ semble une bonne affaire se transforme un produit banal avec une garantie douteuse. 
Pour être plus clair j ai acheté un produit pas très chère au départ mais il faut ajouter 60 euros d expédition + 65 euros de tva + 90 euros de frais de douanes on double quasiment le prix de départ.
donc pas une bonne affaire du tout. Cerise sur le gâteau un câble ne correspondait pas au modèle commandé donc 10 euros de frais de douane supplémentaire pour un cable a 5 euros. Ca devient une un mauvais trip. 
Si on ajoute une vendeuse réactive avant la vente mais en mode absent pour le S A V .On pourrait penser a une arnaque.  
Avec des défauts mais heureusement le produit fonctionne mais pour combien de temps ?? Car je n  ai aucune confiance en la garantie."
