title,rating,date,body,sentiment,category,month_year,satisfied
J'ai reçu les trois livres commandés,5,2024-06-19,"J'ai reçu les trois livres commandés, deux très vite, le troisième un peu plus tard. Tout bien.
Une seule réserve: je dois aller chercher mes livres au relais le pl us proche = 10 km de chez moi. J?aime mieux quand c'est livré à domicile, même si c'est un peu plus cher. Merci.",Positive,Shipping,2024-06,1
Le produit 100 % conforme,5,2024-06-19,Le produit 100 % conforme,Positive,Marketplace,2024-06,1
L'information du déroulement de la…,5,2024-06-17,L'information du déroulement de la commande jusqu'à la réception de l'article chez un relais est sans aucune perte de temps en ce qui me concerne. ,Positive,Customer Service,2024-06,1
"Licence Office: efficace, fiable et pas cher",5,2024-06-19,"efficace, rapide et sérieux. 
J'ai acheté une licence pack office en quelques clics et pour un tarif très avantageux. 
tout a très bien fonctionné.",Positive,Uncategorized,2024-06,1
Site de très bonnes occasions simple…,5,2024-06-19,Site de très bonnes occasions simple rapide rien as redire,Positive,Marketplace,2024-06,1
Parfait,5,2024-06-19,"Parfait
Commande reçue très rapidement",Positive,Customer Service,2024-06,1
sérieux et rigoureux sous toutes formes ,5,2024-06-19,excellente ,Positive,Uncategorized,2024-06,1
pas de probleme particulier,4,2024-06-19,"pas de probleme particulier
",Positive,Uncategorized,2024-06,1
Achat sans difficulté,5,2024-06-19,"Achat sans difficulté, commande et réception conformes.",Positive,Customer Service,2024-06,1
Rakuten à recommander,5,2024-06-19,Commande moins chère que sur d’autres sites de e-commerce. Livré dans les délais et produit conforme et fonctionnel,Positive,Customer Service,2024-06,1
Parfait en tout point,5,2024-06-19,"Parfait en tout point 
",Positive,Uncategorized,2024-06,1
Toujours des bon achats sur Rakuten,5,2024-06-19,"Toujours des bon achats sur Rakuten. 
Envoie rapide et soigné ",Positive,Shipping,2024-06,1
Très bonne expérience ,5,2024-06-19,"Très bonne expérience tout c'est bien passé, j'ai eu l'intégralité de mes deux commandes, très satisfait ",Positive,Customer Service,2024-06,1
très satisfait des services des éditeurs,5,2024-06-10,Toujours satisfait pour les achats des livres d'occasions qui sont entrès bon état pour la plus part des éditeurs.,Positive,Uncategorized,2024-06,1
RAKUTEN : A FUIR !!!!!!!,1,2024-06-20,"286€ pour un portable Samsung A52S 5G qui ne dure même pas un an, impossible de récupérer la facture et une attestation d'achat ne suffit pas... Rakuten vous explique que c'est à vous de la récupérer auprès du vendeur, un vendeur chinois inconnu au bataillon, qui évidemment ne répond pas... une pure arnaque, 300€ de perdu... Portail Rakuten à éviter absolument !!!!! INACCEPTABLE !!!!",Positive,Uncategorized,2024-06,0
Possibilité de trouver des titres -hors…,5,2024-06-10,"Possibilité de trouver des titres -hors actu 
loin de librairies et facilité d acheter à prix reduit- anti gaspi ",Positive,Uncategorized,2024-06,1
Parfait,5,2024-06-10,"Parfait, merci",Positive,Uncategorized,2024-06,1
Excellent service pour la vente de…,5,2024-06-18,"Excellent service pour la vente de livres; il semble toutefois qu'il y ait un problème avec vos vendeurs: ils se plaignent souvent que vous leur remboursiez trop chichement les envois par la Poste, qui sont pourtant bien meilleurs en terme de service que les envois en point relais que vous semblez privilégier... Une meilleure communication pourrait améliorer les ventes. J'ai en effet raté plusieurs achats, les vendeurs refusant l'envoi postal alors que j'étais prêt à payer un peu plus pour avoir l'objet...",Positive,Customer Service,2024-06,1
Trouvé par chance un exemplaire de…,5,2024-06-10,"Trouvé par chance un exemplaire de livre rare car parution épuisée… en très bon état!
J’ai pu faire un heureux avec ce cadeau imprévu, parvenu rapidement.",Positive,Uncategorized,2024-06,1
Produit bien livré et bien emballé,1,2024-06-08,"Produit bien livré et bien emballé. Le seul problème c'est que le produit vient de Hong Kong (pas indiqué avant commande) et que plusieurs semaine après la livraison, nous recevons une facture FedEx pour le payement des frais de douane et frais de dossier. Il serait bien d'avoir ces informations avant le passage de la commande.",Neutral,Customer Service,2024-06,0
"Très bon vendeur, produit en très bon état :)",5,2024-06-18,"La commande s'est bien passée, ayant eu un problème de livraison à cause du transporteur (La Poste pour ne pas la citer, qui a décidé pour nous du point relais alors que je l'avais moi même sélectionné, cela c'est conclu par un retour vers l'entreprise de vente ), nous avons pu nous organiser avec le vendeur pour effectuer une nouvelle livraison, en point relais. Autant le service de la Poste n'était pas super coopératif (le service client ne pouvant rien faire, car la première livraison considérée comme refusée alors qu'elle n'a pas eu lieu), autant le Cash Express était très compréhensif ayant été confronté à ces soucis par le passé. 

Bref, je recommande ce vendeur. Tous ne se seraient pas embêtés à renvoyer le colis. Produit en très bon état de fonctionnement :)
",Positive,Customer Service,2024-06,1
produits conformes,5,2024-06-10,"produits conformes, livraison dans les temps;",Positive,Shipping,2024-06,1
Les livres que j'ai achetés étaient…,5,2024-06-18,Les livres que j'ai achetés étaient comme neuf. La livraison a été bien avec un délai correct. La librairie Gibert est très professionnelle. Merci à eux.,Positive,Shipping,2024-06,1
J'ai pu trouver ce que je cherchai…,5,2024-06-10,"J'ai pu trouver ce que je cherchai depuis un petit moment, le tout avec une vrai facilité de transaction
Super",Positive,Uncategorized,2024-06,1
Parfait,5,2024-06-10,Respect de l'envoie et du délai ,Positive,Shipping,2024-06,1
Rapide et efficace,5,2024-06-10,Rapide et efficace,Positive,Uncategorized,2024-06,1
Transaction parfaite,5,2024-06-17,"Transaction parfaite, tant dans le produit que dans les délais ",Positive,Shipping,2024-06,1
Bonne qualité et envois rapide merci,5,2024-06-10,Bonne qualité et envois rapide merci ,Positive,Shipping,2024-06,1
Merci,5,2024-06-08,"Merci, très bon. ",Positive,Uncategorized,2024-06,1
Je crois qu'ils font bien leurs travails,4,2024-06-10,Je crois qu'ils font bien leurs travails,Positive,Uncategorized,2024-06,1
"Incontournable, mais très imparfait.",3,2024-06-10,"Je trouve le site compliqué et les frais lors d'un mise en vente assez prohibitifs. Si vous vendez un livre 0,90€, vous recevez effectivement 0,30€, le reste c'est pour Rakuten ! Les frais de port ne sont pas modifiable et parfois bien supérieurs, ou bien inférieurs au coût réel. 
Néanmoins, cela reste un site intéressant pour trouver des livres ou CD épuisés.",Neutral,Marketplace,2024-06,0
Rapide et suivi de commande impec,5,2024-06-07,Rapide et suivi de commande impec,Positive,Customer Service,2024-06,1
Le vendeur était rapide l'article…,5,2024-06-10,Le vendeur était rapide l'article conforme à la description,Positive,Marketplace,2024-06,1
Bonjour j' ai trouvé Long la livraison…,4,2024-06-10,Bonjour j' ai trouvé Long la livraison mais je suis très contente du produit sauf qu'il ne tient pas longtemps la batterie est faible dommage ,Positive,Shipping,2024-06,1
J' ai bien reçu mon portable S20 FE…,5,2024-06-10,J' ai bien reçu mon portable S20 FE avec tout les accessoires fournis ( meme la protection plastique transparente )et bien protégé . Rapport qualité / prix:  exceptionnel ! C' est la deuxième fois que j' achete mon portable neuf sur le site Rakuten et franchement super satisfait à chaque fois . ,Positive,Marketplace,2024-06,1
Colis reçu dans les temps,5,2024-06-10,"Colis reçu dans les temps, bien emballé, R.A.S",Positive,Shipping,2024-06,1
 bonjours ok bien recu conforme a mes attente,4,2024-06-10, bonjours ok bien recu conforme a mes attente a voir avec le temps ,Positive,Uncategorized,2024-06,1
parfait,5,2024-06-10,"commande reçue très rapidement et en très bon état, parfait",Positive,Customer Service,2024-06,1
"commande livrée rapidement ,",5,2024-06-18,"commande livrée rapidement ,",Positive,Customer Service,2024-06,1
"livraisons rapides ,produits impeccables",5,2024-06-10,"livraisons rapides ,produits impeccables ",Positive,Shipping,2024-06,1
Grand choix,5,2024-06-18,Grand choix - prix attractifs - vendeurs rapides et serieux,Positive,Uncategorized,2024-06,1
On peut compter sur momox pour livrer…,5,2024-06-18,On peut compter sur momox pour livrer des livres. Livre en état très correct. ,Positive,Uncategorized,2024-06,1
99% des boutiques chez Rakuten ferment en moins d’un an d’existence ,1,2023-11-01,"J’ai acheté un iPhone 15 défectueux chez Rakuten et le vendeur a fermé sa boutique en moins de 6 mois. Impossible de joindre le vendeur et Rakuten ne veut rien savoir. La plupart des vendeurs sur Rakuten sont chinois et ils ferment leurs boutiques en moins d’un an et vous n’avez aucune garantie de la part de Rakuten. Une fois j’ai même renvoyé le téléphone au vendeur et celui-ci ne m’a jamais remboursé, ni échangé mon produit. Les 20% des Rakuten days sont un mensonge et la plupart des produits sont moins chers sur d’autres sites comme cdiscount ou Amazon. ",Negative,Electronics,2023-11,0
Sérieux et fiable,5,2024-06-10,Sérieux et fiable,Positive,Uncategorized,2024-06,1
traitement et suivi commande,5,2024-06-17,"commande, suivi de commande, efficace.
ma commande est déjà disponible au poiunt relais choisi.",Positive,Customer Service,2024-06,1
Qualité et efficacité,5,2024-06-18,"Grâce à un choix de vendeurs de qualité, j'ai pu trouver des livres d'occasion VRAIMENT comme neufs, à très bon prix et livrés sans frais, en plus. Merci!",Positive,Shipping,2024-06,1
Tout s'est parfaitement bien passé.,5,2024-06-10,Tout s'est parfaitement bien passé. ,Positive,Uncategorized,2024-06,1
pour l'instant les achats effectués…,5,2024-06-18,pour l'instant les achats effectués étaient à prix correct en bon état et envois plutôt rapide,Positive,Shipping,2024-06,1
"tout est parfait,rien à rajouter,encore…",5,2024-06-10,"tout est parfait,rien à rajouter,encore merci.",Positive,Uncategorized,2024-06,1
Le vendeur était réactif,5,2024-06-18,"Le vendeur était réactif, l’article a été livré dans les délais annoncés et en bon état.",Positive,Shipping,2024-06,1
Comme neuf,5,2024-04-17,Livre reçu en temps et en heure eg en parfait état.  Merci,Positive,Uncategorized,2024-04,1
Service rapide ,5,2024-06-10,"
Service rapide, produits conformes à la description.

Je recommande ",Positive,Customer Service,2024-06,1
Sérieux et professionnalisme…,5,2024-06-10,"J'ai bien reçu mon livre en parfait état et dans les délais impartis.
Je suis satisfaite de ma commande et je repasserai sur RAKUTEN pour la prochaine dès aujourd'hui.",Positive,Customer Service,2024-06,1
Délais de livraison trop long,1,2024-06-18,"Délais de livraison trop long, impossibilité d'avoir une date précise et de taxer le colis.",Negative,Shipping,2024-06,0
Top ..,5,2024-06-18,"Top ... La recherche est facile et on y trouve forcément son bonheur. quant à la livraison, elle est rapide",Positive,Shipping,2024-06,1
Je n'ai pas reçu le Colis Chronopost n. Y010429704TS,1,2024-05-31,"Je n'ai pas reçu le Colis n° XY010429704TS de mohan6 commandé le 23.05.2024. L'email (Spam!) de Chronopost du 31.05.2024 annonçant la disponibilité dans le relais Pickup est erroné. Rakuten a indiqué  longuement le colis en cours de livraison. Le colis n'était pas non plus disponible le 1er juin. 
Le colis a été retourné au vendeur. Je vous demande d'agir pour un remboursement si une réexpédition rapide et sans frais n'est pas possible.
Je vous conseillerais d'améliorer votre suivi des colis.
Je vous remercie de votre attention.
Vittorio Morabito",Neutral,Customer Service,2024-05,0
site très utile et sérieux on trouve de…,5,2024-06-18,site très utile et sérieux on trouve de tout à petit prix,Positive,Marketplace,2024-06,1
J'ai déjà répondu sur le vendeur  ,5,2024-06-10,"J'ai déjà répondu sur le vendeur  : produit (joint cocotte SE>B) clairement présenté, bien référencé (aucun risque d'erreur), mieux que chez le fabricant ! ""Occasion"" (jamais servi) à moitié prix, livraison bien suivie, délai très court. 
Rakuten a donc bien sélectionné ce vendeur.
Expérience parfaitement réussie.",Positive,Shipping,2024-06,1
RAS.Très bien.,5,2024-06-18,RAS.Très bien.,Positive,Uncategorized,2024-06,1
Site parfait,5,2024-06-18,"Site parfait, informations sur le produit de 2 èmes main correspondant a la reception.",Positive,Marketplace,2024-06,1
Descriptions et délais respectés.,5,2024-06-10,"Tout bien reçu dans les délais.
Descriptions et emballages conformes.
Merci.",Positive,Shipping,2024-06,1
Livre en bon état,4,2024-06-10,"Livre en bon état, pas « très bon état »",Positive,Uncategorized,2024-06,1
Très bonne expérience tout au long du…,5,2024-06-10,Très bonne expérience tout au long du parcours d'achat pour le logiciel en ligne. Le tutoriel et les informations étaient très clairs et concis. ,Positive,Uncategorized,2024-06,1
état des livres conforme à la…,5,2024-06-10,état des livres conforme à la description,Positive,Uncategorized,2024-06,1
Site parefait,5,2024-06-10,toujours heureux de commander sur Rakuten; que de bonnes expériences depuis des années.,Positive,Customer Service,2024-06,1
Très satisfaite ,5,2024-06-18,"Très satisfaite 
Livres en bon état à prix modere",Positive,Uncategorized,2024-06,1
Rien à rajouter ,4,2024-06-18,Rien à rajouter : les produits commandés étaient conformes ,Positive,Marketplace,2024-06,1
OUI nous avons été très contents des 4…achats sauf 1 ,5,2024-06-18,"OUI nous avons été très contents des 4 achats , (sauf 1 livre vraiment pas bon état!!!!) Mais les informations de RAKUTEN et le suivi se sont très déroulés.",Positive,Uncategorized,2024-06,1
Tres bien,5,2024-06-18,"Comme toujours, très bien ",Positive,Uncategorized,2024-06,1
commande pas reçue depuis le 26/05/2024,1,2024-06-10,"commande pas reçue depuis le 26/05/202
commande livre SAV 933565349
toute mes excuses , je ne savais pas ce que voulait dire dématérialisé, cela ne m'était jamais arrivé , donc je vais télécharger mon livre 
merci et encore toute  mes excuses ",Neutral,Customer Service,2024-06,0
